cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,population,habitat,class
x,y,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,g,p
f,f,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,g,p
x,y,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,g,p
k,y,b,t,f,c,e,e,?,s,s,e,e,p,w,t,e,c,w,e
x,y,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,p,p
x,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,d,p
f,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,p,p
f,y,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,g,p
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,g,p
f,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,d,p
x,s,w,t,f,c,p,t,b,f,f,w,w,p,w,o,p,v,u,p
x,y,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,g,p
f,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,g,p
x,y,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,p,p
f,y,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,g,p
x,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,g,p
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,p,p
f,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,p,p
f,y,n,t,f,c,p,t,b,s,s,w,p,p,w,o,p,y,d,e
x,y,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,p,p
f,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,g,p
f,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,g,p
x,y,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,d,p
f,f,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,d,p
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,c,f,f,w,w,e,b,s,f,w,n,p,w,o,e,v,l,e
f,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,w,e,?,k,y,w,y,p,w,o,e,v,d,p
f,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,p,p
x,s,g,t,f,c,p,t,b,f,s,w,w,p,w,o,p,v,g,p
f,s,n,t,f,c,e,e,?,s,s,w,w,p,w,t,e,c,w,e
x,y,n,f,f,c,b,t,?,s,k,p,p,p,w,o,e,v,p,p
x,s,g,f,f,w,u,e,b,s,s,w,w,p,w,o,p,v,d,p
x,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,g,p
f,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,d,p
x,y,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,d,p
f,f,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,p,p
f,f,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,p,p
f,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,p,p
f,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,p,p
f,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,d,p
x,s,b,t,f,c,w,e,?,s,s,e,w,p,w,t,e,c,w,e
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,d,p
x,f,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,d,p
x,y,n,f,f,c,b,t,?,s,s,p,p,p,w,o,e,v,l,p
x,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,p,p
f,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,g,p
x,y,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,g,p
f,f,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,p,p
f,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,g,p
x,y,u,f,f,c,h,e,?,s,f,w,w,p,w,o,f,v,d,e
f,y,b,t,f,c,e,e,?,s,s,e,e,p,w,t,e,c,w,e
f,y,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,d,p
x,y,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,g,p
f,f,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,g,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
f,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,g,p
x,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
f,f,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,d,p
f,f,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,d,p
f,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,g,p
f,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,g,p
f,f,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,g,p
f,s,b,t,f,c,w,t,b,s,f,w,w,p,w,o,p,v,g,p
f,s,w,t,f,c,g,e,b,s,s,w,w,p,w,t,p,v,m,p
x,y,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,p,p
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,g,p
x,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,d,p
x,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,p,p
x,f,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,d,p
f,f,g,t,f,c,u,t,b,s,s,g,g,p,w,o,p,v,d,e
x,y,u,f,f,c,u,e,?,s,f,w,w,p,w,o,f,v,d,e
x,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,d,p
f,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,p,p
f,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,g,p
x,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,p,p
f,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,p,p
x,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
f,f,e,t,f,c,w,t,b,s,s,w,g,p,w,o,p,v,d,e
x,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,d,p
f,f,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,p,p
f,f,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,d,p
x,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,p,p
x,y,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,p,p
x,f,w,f,f,c,g,e,b,s,s,w,w,p,w,o,p,v,d,p
f,f,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,d,p
x,f,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,p,p
f,y,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,d,p
x,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,d,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,d,p
f,f,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,g,p
f,y,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,g,p
f,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,p,p
x,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,d,p
f,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,p,p
f,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,d,p
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,g,p
f,f,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,d,p
x,y,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,d,p
f,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,d,p
x,y,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,g,p
x,y,n,f,f,c,b,t,?,s,s,p,w,p,w,o,e,v,d,p
f,y,b,t,f,c,w,e,?,s,s,w,w,p,w,t,e,c,w,e
x,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,g,p
x,y,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,d,p
x,y,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,d,p
f,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,p,p
f,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,p,p
x,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,p,p
f,f,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,p,p
f,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,g,p
f,f,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,d,p
f,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,p,p
x,f,g,f,f,c,u,e,b,s,s,w,w,p,w,o,p,s,d,p
f,s,b,t,f,c,w,t,b,f,f,w,w,p,w,o,p,v,g,p
f,f,e,t,f,c,w,t,b,s,s,g,w,p,w,o,p,v,d,e
x,y,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,p,p
x,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,g,p
f,f,g,t,f,c,u,t,b,s,s,p,w,p,w,o,p,v,d,e
x,y,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,d,p
x,y,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,p,p
f,f,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,p,p
x,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,p,p
x,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,g,p
f,s,w,t,f,c,w,t,b,s,f,w,w,p,w,o,p,s,u,p
x,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
x,f,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,g,p
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
x,y,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,p,p
x,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,d,p
f,y,u,f,f,c,h,e,?,s,f,w,w,p,w,o,f,v,d,e
f,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,g,p
f,f,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,g,p
f,y,n,t,f,c,n,t,b,s,s,p,p,p,w,o,p,y,d,e
x,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,p,p
f,f,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
x,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,p,p
x,f,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,p,p
f,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,g,p
x,s,w,t,f,c,h,t,b,f,f,w,w,p,w,o,p,s,u,p
f,y,e,t,f,c,w,e,?,s,s,w,w,p,w,t,e,c,w,e
x,y,u,f,f,c,w,e,?,s,f,w,w,p,w,o,f,y,d,e
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,d,p
x,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,d,p
x,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,g,p
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,p,p
f,s,p,t,f,c,w,e,?,s,s,w,e,p,w,t,e,c,w,e
f,f,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,p,p
x,y,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,p,p
f,f,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,g,p
x,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,d,p
f,y,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,p,p
x,y,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,p,p
f,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,g,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,d,p
x,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,g,p
f,f,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,p,p
f,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,p,p
f,y,n,t,f,c,n,t,b,s,s,w,g,p,w,o,p,y,d,e
f,f,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,d,p
x,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,p,p
x,s,g,t,f,c,h,t,b,f,f,w,w,p,w,o,p,s,g,p
f,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,p,p
x,y,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,p,p
x,f,w,f,f,c,g,e,b,s,s,w,w,p,w,o,p,s,d,p
x,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,d,p
f,s,b,t,f,c,h,t,b,f,s,w,w,p,w,o,p,s,u,p
x,y,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,g,p
f,s,p,t,f,c,w,e,b,s,s,w,w,p,w,t,p,v,g,p
f,s,b,t,f,c,p,t,b,f,f,w,w,p,w,o,p,v,u,p
x,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,g,p
x,y,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,g,p
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,p,p
x,f,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,p,p
f,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,p,p
f,y,u,f,f,c,u,e,?,s,f,w,w,p,w,o,f,v,d,e
x,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,g,p
f,f,e,t,f,c,w,t,b,s,s,g,w,p,w,o,p,v,d,e
f,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,g,p
x,y,n,f,f,c,b,t,?,k,s,p,p,p,w,o,e,v,l,p
x,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,p,p
x,y,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
x,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,p,p
f,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,g,p
f,y,n,t,f,c,n,t,b,s,s,p,w,p,w,o,p,y,d,e
x,y,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,e,t,f,c,w,t,b,s,s,w,w,p,w,o,p,y,d,e
x,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,p,p
f,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,d,p
f,f,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,d,p
x,f,p,f,f,w,p,e,b,s,s,w,w,p,w,o,p,s,d,p
f,f,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,d,p
x,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,d,p
f,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,p,p
x,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,d,p
f,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,d,p
x,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,d,p
x,y,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,d,p
x,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,d,p
f,f,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,p,p
x,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,p,p
x,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,d,p
f,f,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,p,p
x,s,p,t,f,c,e,e,?,s,s,w,w,p,w,t,e,c,w,e
f,f,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,d,p
x,s,p,f,f,w,g,e,b,s,s,w,w,p,w,o,p,v,d,p
x,f,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,g,p
f,f,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,g,p
f,f,e,t,f,c,p,t,b,s,s,p,p,p,w,o,p,y,d,e
x,y,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,d,p
x,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,g,p
f,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,g,p
f,y,n,t,f,c,n,t,b,s,s,p,w,p,w,o,p,v,d,e
x,y,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,p,p
x,y,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,p,p
f,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,d,p
f,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,g,p
f,f,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,p,p
x,y,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,g,t,f,c,u,t,b,s,s,w,w,p,w,o,p,y,d,e
x,s,g,t,f,c,h,t,b,f,s,w,w,p,w,o,p,s,g,p
